index,offsetRange,oldCentroidIndex,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex,PS
252,252.0 to 252.75,15,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj1-4tet,C-DEF,blue,3,5
253,253.0 to 253.6666667,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16,5
254,254.0 to 254.6666667,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12,5
255,255.0 to 255.75,7,"[1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 1]",bMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18,5
256,256.0 to 256.75,3,"[1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9,5
257,257.0 to 257.75,13,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2]",eMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12,5
258,258.0 to 258.75,15,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj1-4tet,C-DEF,blue,3,5
259,259.0 to 259.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 2, 0, 0, 0]",c#Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6,5
260,260.0 to 260.75,12,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0]",fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14,5
261,261.0 to 261.75,19,"[0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0]",fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1,5
262,262.0 to 262.75,4,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8,5
263,263.0 to 263.75,18,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11,5
264,264.0 to 264.75,13,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12,5
265,265.0 to 265.75,2,"[0, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0]",b-Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4,5
266,266.0 to 266.75,14,"[1, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19,5
267,267.0 to 267.75,19,"[0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0]",fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1,5
268,268.0 to 268.75,4,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8,5
269,269.0 to 269.75,18,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11,5
270,270.0 to 270.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8,5
271,271.0 to 271.75,2,"[0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0]",b-Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4,5
272,272.0 to 272.75,14,"[1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19,5
273,273.0 to 273.6666667,15,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj1-4tet,C-DEF,blue,3,5
274,274.0 to 274.6666667,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7,5
275,275.0 to 275.6666667,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7,5
276,276.0 to 276.6666667,7,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18,5
277,277.0 to 277.6666667,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7,5
278,278.0 to 278.6666667,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7,5
279,279.0 to 279.6666667,4,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8,5
280,280.0 to 280.6666667,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8,5
281,281.0 to 281.6666667,4,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8,5
282,282.0 to 282.875,15,"[2, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj1-4tet,C-DEF,blue,3,5
283,283.0 to 283.9166667,18,"[1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11,5
284,284.0 to 284.75,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6,5
285,285.0 to 285.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,CmajTriad,CEG,blueviolet,5,5
286,286.0 to 286.75,8,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2,5
287,287.0 to 287.6666667,2,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4,5
288,288.0 to 288.75,11,"[1, 1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 1]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,iv_ofDmin,GBb-C#D,yellow,0,5
289,289.0 to 289.6666667,5,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17,5
290,290.0 to 290.6666667,10,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6,5
291,291.0 to 291.9166667,15,"[3, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj1-4tet,C-DEF,blue,3,5
292,292.0 to 292.75,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0]",cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14,5
293,293.0 to 293.9166667,10,"[0, 0, 0, 0, 2, 2, 0, 3, 0, 0, 1, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6,5
294,294.0 to 294.75,19,"[0, 0, 0, 0, 1, 3, 0, 2, 0, 1, 1, 0]",fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1,5
295,295.0 to 295.75,17,"[1, 0, 1, 0, 2, 1, 0, 4, 0, 0, 1, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,CmajTriad,CEG,blueviolet,5,5
296,296.0 to 296.75,10,"[1, 0, 2, 0, 1, 1, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6,5
297,297.0 to 297.75,8,"[3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2,5
298,298.0 to 298.9166667,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16,5
299,299.0 to 299.6666667,2,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4,5
300,300.0 to 300.9166667,8,"[3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2,5
301,301.0 to 301.9166667,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16,5
302,302.0 to 302.75,10,"[0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6,5
303,303.0 to 303.0,18,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11,5
304,304.625 to 304.625,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10,5
305,305.0 to 305.0,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2,5
